Name,Specs,Price
Huawei MateBook Fold Laptop (32GB/ 2TB SSD/ HarmonyOS 5),"32 GB RAM
2 TB SSD
18 inches, 3296 x 2472 pixels, Touch Screen","₹3,19,930"
Lenovo V15 G4 83CR000VIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),"7th Gen AMD Ryzen 7 7730U
Octa Core, 16 Threads
16 GB DDR4 RAM
512 GB SSD
AMD Radeon Graphics
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹33,999"
Dell Latitude 13 7390 Laptop (8th Gen Ci7/ 8GB/ 256GB SSD/ Win10),"8th Gen Intel Core i7 8650u
Quad Core, 8 Threads
8 GB DDR4 RAM
256 GB SSD
Intel UHD 620
13.3 inches, 1920 x 1080 pixels
Windows 10 OS
1 Year Warranty","₹21,995"
HP Victus 15-fa1319TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB RTX 4050),"13th Gen Intel Core i5 13420H
Octa Core (4P + 4E), 12 Threads
16 GB DDR4 RAM
512 GB SSD
6 GB NVIDIA GeForce RTX 4050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹68,841"
Lenovo LOQ 15IAX9 83LK0068IN Gaming Laptop (12th Gen Core i7/ 12GB/ 512GB SSD/ Win11/ 6GB RTX 4050 Graph),"12th Gen Intel Core i7 12650HX
14 Cores (6P + 8E), 20 Threads
12 GB DDR5 RAM
512 GB SSD
6 GB NVIDIA GeForce RTX 4050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹70,990"
Asus Vivobook 15 X1504VA-NJ3321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"13th Gen Intel Core i5 1334U
10 Cores (2P + 8E), 12 Threads
8 GB DDR4 RAM
512 GB SSD
Integrated Intel Graphics
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹40,904"
HP 255 G10 Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11),"7th Gen AMD Ryzen 5 7520U
Quad Core, 8 Threads
8 GB DDR4 RAM
512 GB SSD
AMD Radeon Graphics
15.6 inches, 1366 x 768 pixels
Windows 11 OS
1 Year Warranty","₹27,690"
Apple MacBook Air 2025 Laptop (Apple M4/ 16GB/ 256GB SSD/ MacOS),"Apple M4
10 Cores (4P + 6E)
16 GB RAM
256 GB SSD
Apple 8 Core GPU
13.6 inches, 2560 x 1664 pixels
Mac OS
1 Year Warranty","₹91,990"
Asus Vivobook 16X K3605ZF-RP458WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB RTX2050),"12th Gen Intel Core i5 12500H
12 Cores (4P + 8E), 16 Threads
16 GB DDR4 RAM
512 GB SSD
4 GB NVIDIA GeForce RTX 2050
16 inches, 1920 x 1200 pixels
Windows 11 OS
1 Year Warranty","₹56,990"
Samsung Galaxy Book 4 NP750XGJ-LG4IN Laptop (13th Gen Intel Core i3-1315U/ 8GB/ 512GB SSD/ Win11),"13th Gen Intel Core i3 1315U
Hexa Core (2P + 4E), 8 Threads
8 GB LPDDR4x RAM
512 GB SSD
Intel Graphics
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹37,990"
Asus Vivobook 16 X1605ZAC-MB540WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"12th Gen Intel Core i5 12500H
12 Cores (4P + 8E), 16 Threads
16 GB DDR4 RAM
512 GB SSD
Intel Iris Xe Graphics
16 inches, 1920 x 1200 pixels
Windows 11 OS
1 Year Warranty","₹45,814"
Acer Aspire 7 A715-76G NH.QMYSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"12th Gen Intel Core i5 12450H
Octa Core (4P + 4E), 12 Threads
8 GB DDR4 RAM
512 GB SSD
4 GB NVIDIA GeForce RTX 2050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹43,999"
Lenovo IdeaPad Slim 3 83EM00GTIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"13th Gen Intel Core i7 13620H
10 Cores (6P + 4E), 16 Threads
16 GB LPDDR5 RAM
512 GB SSD
Integrated Intel UHD Graphics
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹54,816"
Lenovo LOQ 2024 83GS003VIN Gaming Laptop (Intel Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 4050 Graph),"12th Gen Intel Core i5 12450HX
Octa Core (4P + 4E), 12 Threads
16 GB DDR5 RAM
512 GB SSD
6 GB NVIDIA GeForce RTX 4050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹72,990"
Asus TUF Gaming A15 FA566NCR-HN117W Laptop (AMD Ryzen 7 7435HS/ 16GB / 1TB SSD/ Win11 Home / 4GB Graph),"7th Gen AMD Ryzen 7 7435HS
Octa Core, 16 Threads
16 GB DDR5 RAM
1 TB SSD
4 GB NVIDIA GeForce RTX 3050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹68,990"
HP Omen 16-wf1096TX Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"14th Gen Intel Core i7 14650HX
16 Cores (8P + 8E), 24 Threads
16 GB DDR5 RAM
1 TB SSD
8 GB NVIDIA GeForce RTX 4060
16.1 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹1,19,990"
HP Omen 16-xd0020AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"7th Gen AMD Ryzen 7 7840HS
Octa Core, 16 Threads
16 GB DDR5 RAM
1 TB SSD
8 GB NVIDIA GeForce RTX 4060
16.1 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹1,05,990"
Lenovo V15 G4 82C70081GE Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),"7th Gen AMD Ryzen 5 7520U
Quad Core, 8 Threads
16 GB DDR5 RAM
512 GB SSD
Integrated AMD Radeon 610M Graphics
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹35,490"
HP Victus 15-fb3009AX Gaming Laptop (AMD Ryzen 5 8645HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"8th Gen AMD Ryzen 5 8645HS
Hexa Core, 12 Threads
16 GB DDR5 RAM
512 GB SSD
6 GB NVIDIA GeForce RTX 3050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹67,990"
Asus TUF Gaming A16 Advantage Edition FA617NSR-RL083W Gaming Laptop (AMD Ryzen 7 7435HS/ 16GB/ 512GB SSD/ Win11 Home/ AMD Radeon RTX 7600S),"7th Gen AMD Ryzen 7 7435HS
Octa Core, 16 Threads
16 GB DDR5 RAM
512 GB SSD
8 GB AMD Radeon RX 7600S
16 inches, 1920 x 1200 pixels
Windows 11 OS
1 Year Warranty","₹74,990"
HP Victus 15-fb3003AX Gaming Laptop (AMD Ryzen 5 8645HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"8th Gen AMD Ryzen 5 8645HS
Hexa Core, 12 Threads
16 GB DDR5 RAM
512 GB SSD
4 GB NVIDIA GeForce RTX 2050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹57,990"
Infinix GT Book GL613 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home/ 6GB RTX 3050 Graphics),"12th Gen Intel Core i5 12450H
Octa Core (4P + 4E), 12 Threads
16 GB LPDDR5X RAM
512 GB SSD
6 GB NVIDIA GeForce RTX 3050
16 inches, 1920 x 1200 pixels
Windows 11 OS
1 Year Warranty","₹53,990"
HP Omen 16-xd0020AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"7th Gen AMD Ryzen 7 7840HS
Octa Core, 16 Threads
16 GB DDR5 RAM
1 TB SSD
8 GB NVIDIA GeForce RTX 4060
16.1 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹1,05,490"
Acer Predator Helios Neo 16 2024 PHN16-72 Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"14th Gen Intel Core i7 14700HX
20 Cores (8P + 12E), 28 Threads
16 GB DDR5 RAM
1 TB SSD
6 GB NVIDIA GeForce RTX 4050
16 inches, 1920 x 1200 pixels
Windows 11 OS
1 Year Warranty","₹1,06,780"
MSI Thin 15 B12UCX-2471IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB RTX 2050 Graph),"12th Gen Intel Core i5 12450H
Octa Core (4P + 4E), 12 Threads
16 GB DDR4 RAM
512 GB SSD
4 GB NVIDIA GeForce RTX 2050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
2 Year Warranty","₹49,990"
Lenovo IdeaPad Slim 3 14IAH8 83EQ0072IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"12th Gen Intel Core i5 12450H
Octa Core (4P + 4E), 12 Threads
16 GB LPDDR5 RAM
512 GB SSD
Intel Integrated UHD Graphics
14 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹48,800"
Asus TUF Gaming A15 FA566NFR-HN259W Laptop (AMD Ryzen 7 7435HS/ 16GB / 512GB SSD/ Win11 Home / 4GB Graph),"7th Gen AMD Ryzen 7 7435HS
Octa Core, 16 Threads
16 GB DDR5 RAM
512 GB SSD
4 GB NVIDIA GeForce RTX 2050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹56,890"
Apple MacBook Air 2020 MGND3HN Laptop (Apple M1/ 8GB/ 256GB SSD/ MacOS),"Apple M1
Octa Core (4P + 4E)
8 GB DDR4 RAM
256 GB SSD
Apple M1 Integrated Graphics
13.3 inches, 2560 x 1600 pixels
Mac OS
1 Year Warranty","₹59,990"
HP 15-fc0154AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"7th Gen AMD Ryzen 3 7320U
Quad Core, 8 Threads
8 GB DDR5 RAM
512 GB SSD
AMD Radeon AMD
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹29,990"
Acer Aspire 7 A715-79G UN.34NSI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"13th Gen Intel Core i5 13420H
Octa Core (4P + 4E), 12 Threads
16 GB DDR4 RAM
512 GB SSD
4 GB NVIDIA GeForce RTX 2050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹50,990"
HP Victus 15-fb3025AX Gaming Laptop (AMD Ryzen 9 8945HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"8th Gen AMD Ryzen 9 8945HS
Octa Core, 16 Threads
16 GB DDR5 RAM
1 TB SSD
8 GB NVIDIA GeForce RTX 4060
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹1,00,990"
Acer Aspire 3 A311-45 UN.354SI.002 Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11),"Intel Celeron N4500
Dual Core, 2 Threads
8 GB DDR4 RAM
512 GB SSD
Intel Integrated UHD
11.6 inches, 1366 x 768 pixels
Windows 11 OS
1 Year Warranty","₹17,990"
Acer Nitro V ANV15-41 UN.QPFSI.002 Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11/ 6GB RTX3050 Graph),"7th Gen AMD Ryzen 5 7535HS
Hexa Core, 12 Threads
16 GB DDR5 RAM
512 GB SSD
6 GB NVIDIA GeForce RTX 3050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹57,990"
Zebronics Pro Series Z ZEB-NBC 4S 2023 Laptop (12th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),"12th Gen Intel Core i5 1235U
10 Cores (2P + 8E), 12 Threads
8 GB DDR4 RAM
512 GB SSD
Intel Integrated
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹29,990"
HP 15-fc0389AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),"7th Gen AMD Ryzen 5 7530U
Hexa Core, 12 Threads
16 GB DDR4 RAM
512 GB SSD
AMD Radeon AMD
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹45,990"
HP 15-fd1255TU Laptop (Intel Core Ultra 5 125H/ 16GB/ 1TB SSD/ Win11 Home),"Intel Core Ultra 5 Series 1 125H
14 Cores (4P + 8E + 2LP-E), 18 Threads
16 GB DDR5 RAM
1 TB SSD
Intel Integrated
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹68,490"
Asus TUF Gaming A16 FA608PP-QT014WS Laptop (AMD Ryzen 9 8940HX/ 16GB/ 1TB SSD/ Win11 Home/ 8GB RTX 5070 Graph),"8th Gen AMD Ryzen 9 8940HX
16 Cores
16 GB DDR5 RAM
1 TB SSD
8 GB NVIDIA GeForce RTX 5070
16 inches, 2560 x 1600 pixels
Windows 11 OS
1 Year Warranty","₹1,69,990"
Asus TUF Gaming F16 FX608JMR-RV049WS Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX 5060-8GB Graphics),"14th Gen Intel Core i7 14650HX
16 Cores (8P + 8E), 24 Threads
16 GB DDR5 RAM
1 TB SSD
8 GB NVIDIA GeForce RTX 5060
16 inches, 1920 x 1200 pixels
Windows 11 OS
1 Year Warranty","₹1,44,990"
Acer Aspire Lite AL15-52H Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"12th Gen Intel Core i5 12450H
Octa Core (4P + 4E), 12 Threads
16 GB DDR4 RAM
512 GB SSD
Intel UHD Graphics
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹41,391"
Lenovo LOQ 15IRX9 83DV00B8IN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX 4060),"14th Gen Intel Core i7 14700HX
20 Cores (8P + 12E), 28 Threads
16 GB DDR5 RAM
1 TB SSD
8 GB NVIDIA GeForce RTX 4060
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹1,14,990"
Infinix Zerobook 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home),"13th Gen Intel Core i9 13900H
14 Cores (6P + 8E), 20 Threads
32 GB LPDDR5X RAM
1 TB SSD
Intel Integrated Iris Xe
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹58,990"
Apple MacBook Air 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ MacOS),"Apple M2
Octa Core
8 GB Unified Memory RAM
512 GB SSD
10-Core GPU
13.6 inches, 2560 x 1664 pixels
Mac OS
1 Year Warranty","₹74,990"
Asus Expertbook P1 P1503CVA-S71074WS Laptop (13th Gen Core i3/ 16GB/ 512GB/ Win11),"13th Gen Intel Core i3 1315U
Hexa Core (2P + 4E), 8 Threads
16 GB DDR5 RAM
512 GB SSD
Intel Integrated UHD
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹38,990"
AGB Octev GA-9090 Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win 11/ 2GB Graph),"11th Gen Intel Core i7 1165G7
Quad Core, 8 Threads
16 GB DDR4 RAM
512 GB SSD
2 GB NVIDIA Geforce MX450
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹30,000"
Dell Latitude 3440 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 ),"12th Gen Intel Core i3 1215U
Hexa Core (2P + 4E), 8 Threads
8 GB DDR4 RAM
512 GB SSD
Intel Graphics
14 inches, 1366 x 768 pixels
Windows 11 OS
1 Year Warranty","₹27,620"
Acer ALG AL15G-53 Gaming Laptop (13th Gen Intel Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 3050 Graphics),"13th Gen Intel Core i7 13620H
10 Cores (6P + 4E), 16 Threads
16 GB DDR4 RAM
512 GB SSD
6 GB NVIDIA GeForce RTX 3050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹66,291"
Acer Swift Neo OLED AI SFN14-54H Laptop (Intel Core Ultra 5 115U/ 16GB/ 512GB SSD/Win 11),"Intel Core Ultra 5 115U
Octa Core (2P + 4E + 2LP-E), 10 Threads
16 GB LPDDR5 RAM
512 GB SSD
Intel Integrated Arc
14 inches, 1920 x 1200 pixels
Windows 11 OS
1 Year Warranty","₹57,990"
Lenovo LOQ 15IRX9 83DV00BEIN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB RTX 4060),"14th Gen Intel Core i7 14700HX
20 Cores (8P + 12E), 28 Threads
16 GB DDR5 RAM
1 TB SSD
8 GB NVIDIA GeForce RTX 4060
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹1,14,990"
Samsung Galaxy Book 4 np750xgj-kg2in Laptop (13th Gen Intel Core i5-1335U/ 16GB/ 512GB SSD/ Win11),"13th Gen Intel Core i5 1335U
10 Cores (2P + 8E), 12 Threads
16 GB LPDDR4x RAM
512 GB SSD
Intel Iris Xe Graphics
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹55,638"
HP Victus 16-s0089AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"7th Gen AMD Ryzen 7 7840HS
Octa Core, 16 Threads
16 GB DDR5 RAM
1 TB SSD
6 GB NVIDIA GeForce RTX 3050
16.1 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹78,990"
Asus ROG Strix G16 G615LM-S5128WS Gaming Laptop (Intel Core Ultra 9 275HX / 16GB/ 1TB SSD/ Win11/ 8GB RTX 5060 Graphics),"Intel Core Ultra 9 275HX
24 Cores (8P + 16E), 24 Threads
16 GB DDR5 RAM
1 TB SSD
8 GB NVIDIA GeForce RTX 5060
16 inches, 2560 x 1600 pixels
Windows 11 OS
1 Year Warranty","₹1,89,990"
Asus Expertbook P1 14 P1403CVA-S60938WS Laptop (13th Gen Core i3/ 16GB/ 512GB/ Win11),"13th Gen Intel Core i3 1315U
Hexa Core (2P + 4E), 8 Threads
16 GB DDR5 RAM
512 GB SSD
Intel Integrated UHD
14 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹38,990"
Asus Vivobook 16 X1605VA-MB1627WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"13th Gen Intel Core i5 13420H
Octa Core (4P + 4E), 12 Threads
16 GB DDR4 RAM
512 GB SSD
Integrated Intel Iris Xe Graphics
16 inches, 1920 x 1200 pixels
Windows 11 OS
1 Year Warranty","₹54,990"
Lenovo V15 G4 83CQ000XIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"7th Gen AMD Ryzen 3 7320U
Quad Core, 8 Threads
8 GB LPDDR5 RAM
512 GB SSD
Integrated AMD Radeon
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹26,990"
Asus Vivobook 14 2025 X1407CA-LY102WS Laptop (Intel Core Ultra 5 225H/ 16GB/ 512GB SSD/ Win11),"Intel Core Ultra 5 225H
14 Cores (4P + 8E + 2LP-E), 14 Threads
16 GB DDR5 RAM
512 GB SSD
Intel Integrated Arc
14 inches, 1920 x 1200 pixels
Windows 11 OS
1 Year Warranty","₹73,990"
Lenovo ThinkBook 16 G6 21KKA0G1IN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),"7th Gen AMD Ryzen 7 7730U
Octa Core, 16 Threads
16 GB DDR4 RAM
512 GB SSD
AMD Radeon Graphics
16 inches, 1920 x 1200 pixels
Windows 11 OS
1 Year Warranty","₹52,990"
Acer 15 Aspire Lite AL15-41 Laptop (AMD Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11),"5th Gen AMD Ryzen 5 5625U
Hexa Core, 12 Threads
16 GB DDR4 RAM
512 GB SSD
AMD Graphics
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹34,490"
Dell 15 Vostro 3520 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"12th Gen Intel Core i3 1215U
Hexa Core (2P + 4E), 8 Threads
8 GB DDR4 RAM
512 GB SSD
Intel Graphics
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹36,490"
HP Omen 16-xd0017AX Gaming Laptop (AMD Ryzen 7 7840HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"7th Gen AMD Ryzen 7 7840HS
Octa Core, 16 Threads
32 GB DDR5 RAM
1 TB SSD
8 GB NVIDIA GeForce RTX 4060
16.1 inches, 1080 x 1920 pixels
Windows 11 OS
1 Year Warranty","₹1,20,490"
Lenovo LOQ 2024 83GS003NIN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 3050 Graph),"12th Gen Intel Core i5 12450HX
Octa Core (4P + 4E), 12 Threads
16 GB DDR5 RAM
512 GB SSD
6 GB NVIDIA GeForce RTX 3050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹64,990"
HP Omen 16-xd0017AX Gaming Laptop (AMD Ryzen 7 7840HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"7th Gen AMD Ryzen 7 7840HS
Octa Core, 16 Threads
32 GB DDR5 RAM
1 TB SSD
8 GB NVIDIA GeForce RTX 4060
16.1 inches, 1080 x 1920 pixels
Windows 11 OS
1 Year Warranty","₹1,20,490"
Lenovo LOQ 2024 83GS003NIN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 3050 Graph),"12th Gen Intel Core i5 12450HX
Octa Core (4P + 4E), 12 Threads
16 GB DDR5 RAM
512 GB SSD
6 GB NVIDIA GeForce RTX 3050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹65,990"
MSI Thin 15 B12UCX-1695IN Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB RTX 2050 Graph),"12th Gen Intel Core i5 12450H
Octa Core (4P + 4E), 12 Threads
16 GB DDR4 RAM
512 GB SSD
4 GB NVIDIA GeForce RTX 2050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
2 Year Warranty","₹51,750"
Dell 15 G15-5530 Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"13th Gen Intel Core i5 13450HX
10 Cores (6P + 4E), 16 Threads
16 GB DDR5 RAM
1 TB SSD
6 GB NVIDIA GeForce RTX 3050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹74,990"
HP 15-fd1255TU Laptop (Intel Core Ultra 5 125H/ 16GB/ 1TB SSD/ Win11 Home),"Intel Core Ultra 5 Series 1 125H
14 Cores (4P + 8E + 2LP-E), 18 Threads
16 GB DDR5 RAM
1 TB SSD
Intel Integrated
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹68,490"
Asus Zenbook 14 OLED 2025 UX3405CA-PZ164WS Laptop (Intel Core Ultra 9 285H/ 32GB/ 1TB SSD/ Win11 Home),"Intel Core Ultra 9 285H
16 Cores (6P + 8E + 2LP-E), 16 Threads
32 GB LPDDR5X RAM
1 TB SSD
Intel Integrated Arc
14 inches, 2880 x 1800 pixels, Touch Screen
Windows 11 OS
1 Year Warranty","₹1,42,990"
HP Pavilion Plus 16-ab0015TX Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11/ 6GB RTX3050 Graphics,"13th Gen Intel Core i5 13500H
12 Cores (4P + 8E), 16 Threads
16 GB LPDDR5x RAM
512 GB SSD
6 GB NVIDIA GeForce RTX 3050
16 inches, 2560 x 1600 pixels
Windows 11 OS
1 Year Warranty","₹84,990"
Xiaomi Redmi G Pro 2024 Gaming Laptop (14th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ RTX 4060),"14th Gen Intel Core i9 14900HX
24 Cores (8P + 16E), 32 Threads
16 GB DDR5 RAM
1 TB SSD
8 GB NVIDIA GeForce RTX 4060
16.1 inches, 2560 x 1600 pixels
Windows 11 OS
1 Year Warranty","₹1,02,990"
Acer Aspire 7 A715-76G UN.QMYSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"12th Gen Intel Core i5 12450H
Octa Core (4P + 4E), 12 Threads
16 GB DDR4 RAM
512 GB SSD
4 GB NVIDIA GeForce RTX 2050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹50,990"
Lenovo LOQ 15IRX9 83DV00X8IN Gaming Laptop (13th Gen Core i7/ 24GB/ 512GB SSD/ Win11/ 8GB RTX4060),"13th Gen Intel Core i7 13650HX
14 Cores (6P + 8E)
24 GB DDR5 RAM
512 GB SSD
8 GB NVIDIA GeForce RTX 4060
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹1,00,490"
Apple MacBook Air 2025 Laptop (Apple M4/ 16GB/ 512GB SSD/ MacOS/ 10-Core GPU),"Apple M4
10 Cores (4P + 6E)
16 GB RAM
512 GB SSD
Apple 10 Core GPU
13.6 inches, 2560 x 1664 pixels
Mac OS
1 Year Warranty","₹1,19,900"
Acer Aspire 3 A311-45 UN.354SI.006 Laptop (Intel Celeron N4500/ 8GB/ 128GB SSD/ Win11),"Intel Celeron N4500
Dual Core, 2 Threads
8 GB DDR4 RAM
128 GB SSD
Intel Integrated UHD
11.6 inches, 1366 x 768 pixels
Windows 11 OS
1 Year Warranty","₹14,990"
HP 255 G10 B1FW9PT Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11),"7th Gen AMD Ryzen 3 7320U
Quad Core, 8 Threads
8 GB DDR4 RAM
512 GB SSD
AMD Radeon Graphics
15.6 inches, 1366 x 768 pixels
Windows 11 OS
1 Year Warranty","₹25,290"
Acer Aspire 7 A715-79G UN.34PSI.001 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"13th Gen Intel Core i5 13420H
Octa Core (4P + 4E), 12 Threads
16 GB DDR4 RAM
512 GB SSD
6 GB NVIDIA GeForce RTX 3050
15.6 inches, 1920 x 1080 pixels
Windows 11 OS
1 Year Warranty","₹62,990"
HP Pavilion 16 AI 16-ag0019AU Laptop (AMD Ryzen 5 8540U/ 16GB / 512GB SSD/ Win11),"8th Gen AMD Ryzen 5 8540U
Hexa Core, 12 Threads
16 GB LPDDR5 RAM
512 GB SSD
AMD Radeon AMD
16 inches, 1920 x 1200 pixels
Windows 11 OS
1 Year Warranty","₹53,999"
Gigabyte G6 KF-H3IN853SH Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"13th Gen Intel Core i7 13620H
10 Cores (6P + 4E), 16 Threads
16 GB DDR5 RAM
512 GB SSD
8 GB NVIDIA GeForce RTX 4060
16 inches, 1920 x 1200 pixels
Windows 11 OS
2 Year Warranty","₹1,05,226"
